ref,name,management,pupils_total_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other,display,estimated_non_christians,estimated_non_christian_pct,estimated_non_christian_string,radius_freq,estimated_total_visits,no_withdrawn,pct_other,url
103-6505,"St Matthew's PS, Belfast",Roman Catholic Maintained,334.0,BT54EW,54.599014,-5.906743,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,176,42,143,182.75666882497063,0-4,252,78-82 (24.0%),"St Matthew's Church, Belfast: 1-3/month",61,0.1826347305389221,57-66 (18.3%),151.43146215046576,11.0,Zero,24.0%,https://www.whatdotheyknow.com/r/0af4859e-9cbe-48e6-8272-35828fc373c7
103-6565,St Kevin's Primary School,Roman Catholic Maintained,564.0,BT126EN,54.588061,-5.97004,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,169,35,149,237.4868417407584,0-4,468,92-96 (16.7%),"St John The Evangelist RC Church, Belfast: <1/month",73,0.1294326241134751,72-75 (12.9%),149.37615618986342,2.0,55,16.7%,https://www.whatdotheyknow.com/r/f81b67bd-f515-43c2-9833-92e43c649af8
103-6566,"Holy Family PS, Belfast",Roman Catholic Maintained,486.0,BT152HP,54.615547,-5.935015,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,167,33,151,220.454076850486,0-4,394,88-92 (18.5%),"Holy Family, Belfast: twice",70,0.1440329218106996,68-74 (14.4%),146.3443165779919,2.0,26,18.5%,https://www.whatdotheyknow.com/r/baed18f2-6559-4ae4-b46c-47e37afd0963
103-6576,"Holy Child PS, Belfast",Roman Catholic Maintained,493.0,BT118JF,54.576323,-5.991334,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,86,1,163,222.0360331117452,0,489-493,Fewer than 5 (<2.0%),St Agnes’ Church: twice,2,0.0040567951318458,Fewer than 5 (<2.0%),59.39387691339813,2.0,5 or fewer,0.4%,https://www.whatdotheyknow.com/r/9fdcb7c3-b56c-4575-8641-b4f62dc0d165
103-6589,"St Teresa's PS, Belfast",Roman Catholic Maintained,612.0,BT118BL,54.581356,-5.989771,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,132,5,166,247.3863375370596,0,576,36 (5.9%),St Teresa's Church: <1/month,26,0.0424836601307189,26 (4.2%),106.8027777275449,2.0,5 or fewer,5.9%,https://www.whatdotheyknow.com/r/dd023820-9db6-464d-875f-fb5eda8bc97e
103-6602,"St Oliver Plunkett PS, Belfast",Roman Catholic Maintained,643.0,BT118AY,54.576265,-6.013392,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,123,2,168,253.57444666211933,0-4,632,7-11 (1.4%),"St. Oliver Plunkett Parish, Belfast: 1-3/month",6,0.0093312597200622,2-11 (0.9%),97.24284348538512,11.0,8,1.4%,https://www.whatdotheyknow.com/r/035782dc-0f66-4b7f-97d0-b0c0dfdd8549
103-6620,"St Peter's PS, Belfast",Roman Catholic Maintained,295.0,BT124JD,54.597812,-5.947287,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,171.75564037317667,0-4,287-295,Fewer than 5 (<2.0%),St. Peter's Cathedral Belfast: <1/month,0,0.0,Fewer than 5 (<2.0%),61.66491223210112,2.0,5 or fewer,0.7%,https://www.whatdotheyknow.com/r/a4703b87-18bb-4c58-a146-7e29467a9231
103-6621,"St Joseph's PS, Belfast BT12 4LD",Roman Catholic Maintained,334.0,BT124LD,54.595862,-5.946689,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,167,33,151,182.75666882497063,0-4,269,61-65 (18.9%),St Peter's Cathedral: 1-3/month,47,0.1407185628742515,44-51 (14.1%),140.89454450062004,11.0,5 or fewer,18.9%,https://www.whatdotheyknow.com/r/f44338de-e2a8-4881-ab34-394946fae1d3
103-6623,"Holy Trinity PS, Belfast",Roman Catholic Maintained,640.0,BT118EG,54.587676,-5.992709,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,89,1,164,252.9822128134704,0-4,630,6-10 (1.2%),No External Visitors,5,0.0078125,0-11 (0.8%),63.941125496954285,0.0,5 or fewer,1.2%,https://www.whatdotheyknow.com/r/351c0a12-3407-4000-8ca3-eed22e689b9f
103-6624,"St Paul's PS, Belfast",Roman Catholic Maintained,372.0,BT127NN,54.595691,-5.967959,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,178,44,142,192.8730152198591,0-4,266,102-106 (28.0%),"St Paul's, Belfast: est. 5-10 visits",84,0.2258064516129032,82-88 (22.6%),158.74781551544865,6.0,120,28.0%,https://www.whatdotheyknow.com/r/92cf2190-359f-459b-8377-8ee6a03dab22
103-6630,St Clare's Primary School,Roman Catholic Maintained,470.0,BT132SE,54.601173,-5.959514,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,189,55,132,216.794833886788,9,369,92 (19.6%),"St Paul's, Belfast: twice monthly",85,0.1808510638297872,84-87 (18.1%),165.76450198781714,18.0,Zero,19.6%,https://www.whatdotheyknow.com/r/626b0db6-1dbf-4257-b29e-7b0b6b32c10a
103-6688,"St John the Baptist PS, Belfast",Roman Catholic Maintained,385.0,BT119EH,54.571853,-5.994307,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,109,0,168,196.21416870348585,0-4,363,18-22 (5.2%),No External Visitors,14,0.0363636363636363,12-18 (3.6%),83.66563145999496,0.0,8,5.2%,https://www.whatdotheyknow.com/r/28dbe59e-620e-46c6-a21e-9db3c56fe46b
103-6697,John Paul II Primary School,Roman Catholic Maintained,326.0,BT127FW,54.594043,-5.987119,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,115,0,168,180.55470085267788,0,312,14 (4.3%),Corpus Christi Parish: <1/month<br>St Paul's Parish: <1/month,11,0.0337423312883435,10-13 (3.4%),88.6969618748137,5.0,8,4.3%,https://www.whatdotheyknow.com/r/9834b5c4-e2eb-4eb1-8a9f-b6ae9465479a
103-6698,"St Patricks PS, Belfast",Roman Catholic Maintained,438.0,BT152BP,54.609663,-5.935127,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,167,33,151,209.2844953645635,0-4,357,77-81 (18.0%),St Patricks Church Belfast: est. 5-10 visits,59,0.1347031963470319,58-61 (13.5%),143.91224692718512,6.0,43,18.0%,https://www.whatdotheyknow.com/r/af27bf90-56cc-4e6c-8ebb-1b4577e9af60
104-6501,Bunscoil Phobal Feirste,Other Maintained,423.0,BT119QS,54.574239,-6.004938,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,133,6,166,205.66963801203133,0,387,36 (8.5%),Diocesan / Catechetical advisors: termly,33,0.0780141843971631,32-35 (7.8%),107.76888838089432,3.0,17,8.5%,https://www.whatdotheyknow.com/r/290cbd1a-7c72-4a9d-a55b-dd9e3c24248b
104-6571,Gaelscoil na BhFál,Other Maintained,219.0,BT126AW,54.590618,-5.96176,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,127,3,167,147.9864858694874,0,195,24 (11.0%),Catholic Priest: 4 or 5 visits,24,0.1095890410958904,24 (11.0%),99.97142273814362,5.0,Zero,11.0%,https://www.whatdotheyknow.com/r/421b6d0a-422e-4a19-9eda-4584f7ec8927
104-6593,Bunscoil An Tsleibhe Dhuibh,Other Maintained,215.0,BT127JL,54.592225,-5.980463,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,124,2,167,146.6287829861518,0,196,19 (8.8%),Jesuits: <1/month,19,0.0883720930232558,19 (8.8%),96.81317235396024,3.0,6,8.8%,https://www.whatdotheyknow.com/r/fc6e0cca-d777-44ca-8825-ac7a64c26d0d
104-6596,Naíscoil & Bunscoil Bheann Mhadagáin,Other Maintained,202.0,BT146HP,54.616937,-5.949653,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,106,0,167,142.12670403551894,0,190,12 (5.9%),Sacred Heart Parish of Down and Connor: <1/month,9,0.0445544554455445,8-11 (4.5%),79.42334131426837,2.0,5 or fewer,5.9%,https://www.whatdotheyknow.com/r/81e2c3bb-435c-4df2-9134-4384bce9689e
104-6641,Scoil an Droichid,Other Maintained,188.0,BT72EP,54.588406,-5.922093,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,147,16,161,137.11309200802089,0-4,133,51-55 (28.2%),"St Matthew's Bryson St, Belfast: <1/month",52,0.2765957446808511,51-54 (27.7%),121.36009340333813,2.0,15,28.2%,https://www.whatdotheyknow.com/r/38a091f3-1d86-4ff4-9dcf-0196839ffb89
104-6671,Gaelscoil na Móna,Other Maintained,117.0,BT118QB,54.586173,-5.993123,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,120,120,120,108.16653826391968,0,113-117,Fewer than 5 (<5.0%),DID NOT RESPOND TO SURVEY,0,0.0,Fewer than 5 (<5.0%),200.0,,,1.7%,https://www.whatdotheyknow.com/r/b9e937db-fae8-40f3-82ae-a1f94ab0ed18
104-6672,Gaelscoil an Lonnain,Other Maintained,52.0,BT124PD,54.598146,-5.952671,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,94,0,165,72.11102550927978,0,48-52,Fewer than 5 (<10.0%),Jesuits: twice,2,0.0384615384615384,Fewer than 5 (<10.0%),67.94733192202055,2.0,5 or fewer,3.8%,https://www.whatdotheyknow.com/r/859c893c-ed21-4869-9972-216898837db8
105-0232,Harding Memorial Integrated Primary School,Controlled Integrated,224.0,BT68PZ,54.582608,-5.89852,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,176,42,143,149.66629547095766,66,40,118 (52.7%),No External Visitors,101,0.4508928571428571,101 (45.1%),160.3533658944026,0.0,5 or fewer,52.7%,https://www.whatdotheyknow.com/r/4c06b8ff-72d9-4906-99a2-a94c0e172415
105-6483,Cliftonville Integrated Primary School,Controlled Integrated,409.0,BT146JQ,54.617719,-5.946517,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,202,70,120,202.23748416156684,95,158,156 (38.1%),Child Evangelism Fellowship: once<br>Crown Jesus Ministries: once<br>Jesuits: once<br>Joanmount Methodist: once<br>Sacred Heart: once<br>Store House: once,128,0.3129584352078239,128 (31.3%),188.29087149927503,6.0,5 or fewer,38.1%,https://www.whatdotheyknow.com/r/addf6c06-3d59-4f2a-b25e-717dcbf2c8dc
105-6535,Forge Integrated Primary School,Controlled Integrated,393.0,BT73HE,54.571426,-5.914854,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,200,68,122,198.2422760159901,81,130,182 (46.3%),Belfast Islamic Centre: once<br>Belfast Jewish Centre: once<br>Humanists: once<br>Inidan Community Centre: once<br>Newtownbreda Baptist Church: once<br>Potala Buddhist Centre: once<br>Sikh Education Service: once,162,0.4122137404580153,162 (41.2%),193.2176461048253,7.0,Zero,46.3%,https://www.whatdotheyknow.com/r/fccb6e1a-8403-4c41-a893-e808a7935ec2
106-6531,Hazelwood Integrated Primary School,Grant Maintained Integrated,447.0,BT367EN,54.653708,-5.930399,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,232,112,89,211.42374511865967,107,188,152 (34.0%),ROCOR - Russian Orthodox Church Outside Russia: weekly<br>St.Gerard's Belfast: est. 5-10 visits,129,0.2885906040268456,129 (28.9%),211.0811972569212,38.0,Zero,34.0%,https://www.whatdotheyknow.com/r/0542b875-0da3-4679-a925-e4f61049f990
106-6580,Cranmore Integrated Primary School,Grant Maintained Integrated,229.0,BT100JB,54.567245,-5.9836,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,164,30,152,151.32745950421557,91,90,48 (21.0%),"Bethany Church, Belfast: <1/month<br>Finaghy Methodist, Belfast: <1/month<br>Humanists: <1/month<br>Lowe Memorial, Belfast: <1/month<br>Malone Presbyterian, Belfast: <1/month",41,0.1790393013100436,41 (17.9%),134.80957249453166,14.0,5 or fewer,21.0%,https://www.whatdotheyknow.com/r/e85201e2-cbb9-4d7c-b84b-409f49341b9b
201-0380,Londonderry Model Primary School,Controlled,274.0,BT487HJ,55.001857,-7.327068,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,184,50,137,165.52945357246847,13,171,90 (32.8%),Christchurch: <1/month<br>Scripture Union: <1/month<br>St Eugene's Cathedral: <1/month,76,0.2773722627737226,75-78 (27.7%),157.68931593327915,9.0,Zero,32.8%,https://www.whatdotheyknow.com/r/3cf41fd3-6887-4c20-b758-04808e9efc78
201-0382,Ebrington Primary and Nursery School,Controlled,468.0,BT476LR,55.00355,-7.294566,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,244,138,71,216.33307652783932,305,31,132 (28.2%),"All Saints Church of Ireland, Clooney: 1-3/month<br>Child Evangelism Fellowship: 1-3/month<br>Clooney Hall Methodist Church: 1-3/month<br>Ebrington Presbyterian Church: 1-3/month<br>Scripture Union: 1-3/month",95,0.202991452991453,95 (20.3%),229.8828228166264,53.0,9,28.2%,https://www.whatdotheyknow.com/r/971c1d5c-bccc-4f7e-85de-4c0d01987e09
201-1787,Kesh Primary School,Controlled,242.0,BT931RF,54.5185,-7.724128,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,219,91,103,155.56349186104046,198,13,31 (12.8%),Bible Centred Ministries: twice per term<br>Enniskillen Baptist: 1-3/month<br>Free Presbyterian: 1-3/month<br>Gideons: <1/month<br>Love for Life: <1/month<br>Scripture Union: 1-3/month,26,0.1074380165289256,26 (10.7%),194.7433551966937,41.0,Zero,12.8%,https://www.whatdotheyknow.com/r/16d07d9b-4bca-4b24-836e-ed5c80ed9947
201-1789,Moat Primary School,Controlled,131.0,BT920JH,54.250571,-7.441829,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,169,35,149,114.45523142259596,110,0-4,17-21 (14.5%),Church of Ireland: once or twice per month<br>Faith Mission: once<br>Hope for Youth Ministries: once<br>Independent Methodist: monthly<br>Methodist Church: once<br>Presbyterian: once<br>Scripture Union: termly,16,0.1221374045801526,13-19 (12.2%),135.98113039593417,30.0,Zero,14.5%,https://www.whatdotheyknow.com/r/739377db-5ab2-4f62-9ee4-b0fbc87872e6
201-1860,Belleek Primary School,Controlled,38.0,BT933EZ,54.478584,-8.088848,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,129,4,167,61.64414002968976,27,0-4,7-11 (23.7%),Church of Ireland: monthly<br>Scripture Union: once,6,0.1578947368421052,3-9 (15.8%),96.81317235396024,10.0,Zero,23.7%,https://www.whatdotheyknow.com/r/9e6aa24e-174c-4111-8059-515a7c43d87e
201-1873,Aghadrumsee Primary School,Controlled,35.0,BT927AU,54.228318,-7.273448,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,129,4,167,59.16079783099616,31-35,0,Fewer than 5 (<15.0%),Child Evangelism Fellowship: <1/month<br>Church of Ireland: <1/month<br>Independent Methodist: <1/month<br>Scripture Union: <1/month,0,0.0,Fewer than 5 (<15.0%),103.37131103024296,11.0,Zero,5.7%,https://www.whatdotheyknow.com/r/84a15208-cd4c-473c-b104-02c0a81914e1
201-1879,Newtownbutler Primary School,Controlled,34.0,BT928JE,54.184655,-7.363636,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,139,9,164,58.30951894845301,30-34,0,Fewer than 5 (<15.0%),"Independent Christian Volunteer: monthly<br>Methodist Church, Newtownbutler: twice per term<br>Scripture Union: twice per term",0,0.0,Fewer than 5 (<15.0%),114.8528137423857,21.0,Zero,5.9%,https://www.whatdotheyknow.com/r/231ec217-3bcc-4cef-b6a6-b3e80b1d8506
201-1881,Florencecourt Primary School,Controlled,139.0,BT921BZ,54.267656,-7.705226,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,158,25,156,117.89826122551597,102,6,31 (22.3%),"Child Evangelism Fellowship: <1/month<br>Scripture Union: <1/month<br>St John's Church, Florencecourt: <1/month",22,0.158273381294964,22 (15.8%),126.536776838139,9.0,Zero,22.3%,https://www.whatdotheyknow.com/r/c34c3490-32ce-4f5b-b5dd-f6f026e3771b
201-1893,Ballinamallard Primary School,Controlled,156.0,BT942NY,54.423759,-7.595463,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,231,110,90,124.89995996796796,103,11,42 (26.9%),Ballinamallard Methodist Church: weekly<br>Crown Jesus Ministries: <1/month<br>Faith Mission: 1-3/month<br>Independent Methodist: <1/month<br>Magheracross Parish: weekly<br>Mullaghmeen Baptist Church: est. 5-10 visits<br>Scripture Union: termly,26,0.1666666666666666,25-28 (16.7%),200.16372206699145,88.0,Zero,26.9%,https://www.whatdotheyknow.com/r/ec73457d-5802-4f83-aad4-da9f16304b3c
201-1894,Brookeborough Primary School,Controlled,67.0,BT944EZ,54.315124,-7.405276,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,147,16,161,81.85352771872451,60,0,7 (10.4%),"Church of Ireland, Aghavea: <1/month<br>Elim Church, Brookeborough: <1/month<br>Methodist Church, Brookeborough: <1/month<br>Scripture Union: <1/month<br>Stonepark Baptist Church, Brookeborough/Fivemiletown: <1/month",4,0.0597014925373134,Fewer than 5 (<8.0%),119.05470482309072,16.0,Zero,10.4%,https://www.whatdotheyknow.com/r/6b0cd8a6-941e-4864-aafc-fd86db82cfc3
201-1899,Derrygonnelly Primary School,Controlled,61.0,BT936HY,54.418231,-7.814745,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,139,9,164,78.10249675906654,57-61,0,Fewer than 5 (<9.0%),Hope for Youth Ministries: <1/month<br>Scripture Union: <1/month<br>The Faith Mission – West Irish District: 1-3/month,2,0.0327868852459016,Fewer than 5 (<9.0%),112.4620339582672,16.0,5 or fewer,3.3%,https://www.whatdotheyknow.com/r/73c27d80-6bca-406b-80c7-84b36e3ea7c1
201-2052,Culmore Primary School,Controlled,56.0,BT488JH,55.047404,-7.2733,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,123,2,168,74.83314773547883,16,31,9 (16.1%),"Ballyarnett and Knowhead Church, Derry/L’Derry: <1/month<br>Christ Church, Culmore and St Peter's, Derry/L’Derry: <1/month<br>Our Lady of Lourdes, Steelstown, Derry/L’Derry: <1/month",6,0.1071428571428571,5-8 (10.7%),93.67032204967956,10.0,5 or fewer,16.1%,https://www.whatdotheyknow.com/r/5e15607c-f418-40c3-9a63-27c7354fde88
201-2095,Ballougry Primary School,Controlled,45.0,BT489XN,54.973231,-7.381453,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,160,27,155,67.0820393249937,6,21,18 (40.0%),Child Evangelism Fellowship: 1-3/month<br>Newton and Killea Parish Church: <1/month,2,0.0444444444444444,Fewer than 5 (<12.0%),135.27424503014336,13.0,Zero,40.0%,https://www.whatdotheyknow.com/r/3dc5a97d-7a1b-40c3-aa05-5ed4bd205c0b
201-2227,Drumahoe Primary School,Controlled,289.0,BT473SD,54.978992,-7.274787,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,160,27,155,170.0,240,0-4,45-49 (16.3%),Glendermott Presbyterian Church: <1/month<br>Reformed Presbyterian: <1/month,25,0.0865051903114186,21-30 (8.7%),134.74370264241782,8.0,5 or fewer,16.3%,https://www.whatdotheyknow.com/r/05129954-82e3-46d2-b5ab-7b68b4942e69
201-2245,Eglinton Primary School,Controlled,204.0,BT473AH,55.022296,-7.181148,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,208,77,115,142.82856857085702,112,26,66 (32.4%),"Faughanvale Presbyterian Church, Eglinton: 1-3/month<br>Scripture Union: 1-3/month<br>St Canices, Eglinton: 1-3/month",42,0.2058823529411764,41-44 (20.6%),175.0556543439202,31.0,5 or fewer,32.4%,https://www.whatdotheyknow.com/r/c3b84307-89a3-499e-b65d-02be4b4aeca4
201-2261,Newbuildings Primary School,Controlled,193.0,BT472RL,54.959422,-7.358562,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,123,2,168,138.92443989449805,168,0-4,21-25 (11.9%),"Church of Ireland, Newbuildings: <1/month",20,0.1036269430051813,17-23 (10.4%),95.72670690061992,4.0,5 or fewer,11.9%,https://www.whatdotheyknow.com/r/716e348f-b405-4b0f-a165-e2833b67c9dd
201-2298,Ballykelly Primary School,Controlled,288.0,BT499JS,55.036151,-7.018907,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,149,17,161,169.70562748477138,101,153,34 (11.8%),Ballykelly Presbyterian Church: <1/month<br>Limavady Parish: <1/month<br>Scripture Union: <1/month,30,0.1041666666666666,27-33 (10.4%),120.92746915400215,9.0,Zero,11.8%,https://www.whatdotheyknow.com/r/ad738cbd-41af-4fe6-98ca-9ed71416fb52
201-2344,Mcclintock Primary School,Controlled,117.0,BT781UQ,54.516792,-7.252568,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,198,65,124,108.16653826391968,84,13,20 (17.1%),Child Evangelism Fellowship: monthly<br>Seskinore Presbyterian Church: monthly<br>Sixmilecross Free Presbyterian: monthly,15,0.1282051282051282,15 (12.8%),165.76450198781714,27.0,Zero,17.1%,https://www.whatdotheyknow.com/r/7bb2a7a1-fbf5-45b8-b235-b1a57ca773c3
201-2638,Edwards Primary School,Controlled,237.0,BT817HY,54.712165,-7.587335,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,172,37,147,153.94804318340653,217,0-4,16-20 (7.6%),Baptist: termly<br>Child Evangelism Fellowship: twice<br>Christian Fellowship Church (CFC): termly<br>Church of Ireland: 4 or 5 visits<br>Free Presbyterian: termly<br>Methodist: once<br>Presbyterian: twice per term<br>Scripture Union: twice,15,0.0632911392405063,12-18 (6.3%),145.09995655950524,25.0,Zero,7.6%,https://www.whatdotheyknow.com/r/f33a7be6-84c5-4727-b62c-83049db2f9c6
201-2641,Killen Primary School,Controlled,136.0,BT817SD,54.676376,-7.62298,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,251,211,36,116.619037896906,106,0,30 (22.1%),1st Presbyterian Church: 1-3/month<br>Baptist Church: 1-3/month<br>Child Evangelism Fellowship: monthly<br>Church of Ireland – Castlederg and Killeter: 1-3/month<br>Free Presbyterian Church: 1-3/month<br>Hope for Youth Ministries: 1-3/month<br>Methodist Church: 1-3/month<br>Mulvin Free Presbyterian Church: 4 or 5 visits<br>Scripture Union: 1-3/month,27,0.1985294117647058,26-29 (19.9%),246.6711185792274,87.0,Zero,22.1%,https://www.whatdotheyknow.com/r/a7406dad-747e-41de-82a0-9fcd08a45b7d
