ref,name,postcode,management,pupils_total_2022_23,religion_protestant_2022_23,religion_catholic_2022_23,religion_other_2022_23,religion_protestant_est_low_2022_23,religion_catholic_est_low_2022_23,religion_other_est_low_2022_23,religion_protestant_est_mid_2022_23,religion_catholic_est_mid_2022_23,religion_other_est_mid_2022_23,religion_protestant_est_high_2022_23,religion_catholic_est_high_2022_23,religion_other_est_high_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other
401-6636,Meadow Bridge Primary School ,BT266JR,Controlled,296,201,10,85,201,10,85,201,10,85,201,10,85,BT266JR,54.473119,-6.146935,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,172.04650534085255,201,10,85
401-6649,Downshire Primary School Hillsborough,BT266AR,Controlled,646,344,77,225,344,77,225,344,77,225,344,77,225,BT266AR,54.464066,-6.079264,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,254.1653005427767,344,77,225
401-6650,Cumran Primary School ,BT308RB,Controlled,209,138,20,51,138,20,51,138,20,51,138,20,51,BT308RB,54.290849,-5.8387,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,144.5683229480096,138,20,51
401-6681,Glasswater Primary School ,BT309EG,Controlled,88,51,8,29,51,8,29,51,8,29,51,8,29,BT309EG,54.396368,-5.757559,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,93.8083152,51,8,29
403-0573,Ballymacward Primary School ,BT283SU,Roman Catholic Maintained,84,*,77,#,0,77,3,2,77,5,4,77,7,BT283SU,54.577994,-6.10549,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,91.6515139,0-4,77,03-Jul
403-0823,Ballymacrickett Primary School ,BT294NE,Roman Catholic Maintained,375,*,355,#,0,355,16,2,355,18,4,355,20,BT294NE,54.574743,-6.220379,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,193.64916731037084,0-4,355,16-20
403-0897,St Joseph's Primary School ,BT274XE,Roman Catholic Maintained,388,*,344,#,0,344,40,2,344,42,4,344,44,BT274XE,54.511731,-6.041233,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,196.97715603592206,0-4,344,40-44
403-1328,Christ the King Primary School ,BT248NG,Roman Catholic Maintained,65,0,65,0,0,65,0,0,65,0,0,65,0,BT248NG,54.353849,-5.872713,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,80.62257748298549,0,65,0
403-1350,St Malachy's Primary School ,BT307PA,Roman Catholic Maintained,40,*,#,5,0,31,5,2,33,5,4,35,5,BT307PA,54.325962,-5.561969,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,63.24555320336759,0-4,31-35,5
403-1485,St Caolan's Primary School ,BT247EQ,Roman Catholic Maintained,91,0,#,*,0,87,0,0,89,2,0,91,4,BT247EQ,54.450018,-5.763215,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,95.39392014169457,0,87-91,0-4
403-1526,St Patrick's Primary School ,BT307JQ,Roman Catholic Maintained,175,*,#,*,0,167,0,2,171,2,4,175,4,BT307JQ,54.350441,-5.651708,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,132.2875655532295,0-4,167-175,0-4
403-1531,St Francis' Primary School ,BT319PQ,Roman Catholic Maintained,90,0,#,*,0,86,0,0,88,2,0,90,4,BT319PQ,54.321795,-5.896595,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,94.86832980505139,0,86-90,0-4
403-1550,St Joseph's Primary School ,BT309HS,Roman Catholic Maintained,132,*,#,5,0,123,5,2,125,5,4,127,5,BT309HS,54.399452,-5.771698,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,114.89125293076057,0-4,123-127,5
403-1628,St Patrick's Primary School ,BT189LN,Roman Catholic Maintained,296,15,204,77,15,204,77,15,204,77,15,204,77,BT189LN,54.638682,-5.836175,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,172.04650534085255,15,204,77
403-1660,St Joseph's Primary School ,BT88EX,Roman Catholic Maintained,520,*,486,#,0,486,30,2,486,32,4,486,34,BT88EX,54.529884,-5.885194,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,228.0350850198276,0-4,486,30-34
403-1662,St Mary's Primary School ,BT235AP,Roman Catholic Maintained,91,21,42,28,21,42,28,21,42,28,21,42,28,BT235AP,54.548288,-5.744129,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,95.39392014169457,21,42,28
403-1663,St Joseph's Primary School ,BT330JS,Roman Catholic Maintained,196,*,186,#,0,186,6,2,186,8,4,186,10,BT330JS,54.234949,-5.909483,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,140,0-4,186,06-Oct
403-1665,St Patrick's Primary School ,BT248DN,Roman Catholic Maintained,265,13,228,24,13,228,24,13,228,24,13,228,24,BT248DN,54.403366,-5.896179,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,162.78820596099706,13,228,24
403-1671,St Patrick's Primary School ,BT319HH,Roman Catholic Maintained,48,0,48,0,0,48,0,0,48,0,0,48,0,BT319HH,54.241911,-5.952807,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,69.28203230275508,0,48,0
403-1673,St Mary's Primary School ,BT307SS,Roman Catholic Maintained,88,*,#,*,0,80,0,2,84,2,4,88,4,BT307SS,54.294562,-5.570324,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,93.8083152,0-4,80-88,0-4
403-1676,St Bernard's Primary School ,BT60JS,Roman Catholic Maintained,437,*,416,#,0,416,17,2,416,19,4,416,21,BT60JS,54.567873,-5.902185,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,209.04544960366874,0-4,416,17-21
403-3002,St Mary's Aughlisnafin,BT319JP,Roman Catholic Maintained,91,0,91,0,0,91,0,0,91,0,0,91,0,BT319JP,54.275735,-5.894014,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,95.39392014169457,0,91,0
403-3005,St Joseph's Primary School ,BT307LZ,Roman Catholic Maintained,85,6,70,9,6,70,9,6,70,9,6,70,9,BT307LZ,54.369645,-5.557641,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,92.19544457292886,6,70,9
403-3007,St Macartan's Primary School ,BT308PZ,Roman Catholic Maintained,174,0,174,0,0,174,0,0,174,0,0,174,0,BT308PZ,54.338235,-5.820514,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,131.90905958272918,0,174,0
403-3012,The Holy Family Primary School ,BT309AN,Roman Catholic Maintained,186,0,#,*,0,182,0,0,184,2,0,186,4,BT309AN,54.369514,-5.790895,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,136.38181696985856,0,182-186,0-4
403-3017,St Finian's Primary School ,BT237AD,Roman Catholic Maintained,163,10,90,63,10,90,63,10,90,63,10,90,63,BT237AD,54.594971,-5.694258,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,127.67145334803703,10,90,63
403-3028,St Patrick's Primary School ,BT221NE,Roman Catholic Maintained,119,*,#,*,0,111,0,2,115,2,4,119,4,BT221NE,54.406776,-5.496683,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,109.08712114635713,0-4,111-119,0-4
403-3036,St Mary's Primary School ,BT309RB,Roman Catholic Maintained,69,0,60,9,0,60,9,0,60,9,0,60,9,BT309RB,54.405495,-5.649301,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,83.06623862918075,0,60,9
403-3037,St Joseph's Primary School ,BT308DF,Roman Catholic Maintained,67,*,#,*,0,59,0,2,63,2,4,67,4,BT308DF,54.268804,-5.784604,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,81.85352771872451,0-4,59-67,0-4
403-3040,St Brigid's Primary School ,BT306NL,Roman Catholic Maintained,271,0,258,13,0,258,13,0,258,13,0,258,13,BT306NL,54.33415,-5.705394,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,164.6207763315433,0,258,13
403-3306,St Aloysius Primary School ,BT281TB,Roman Catholic Maintained,443,18,368,57,18,368,57,18,368,57,18,368,57,BT281TB,54.509904,-6.066166,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,210.47565179849187,18,368,57
403-3307,St Colman's Primary School ,BT274QS,Roman Catholic Maintained,393,*,372,#,0,372,17,2,372,19,4,372,21,BT274QS,54.529525,-6.030401,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,198.2422760159901,0-4,372,17-21
403-6016,St Joseph's Primary School ,BT307QD,Roman Catholic Maintained,50,0,#,*,0,46,0,0,48,2,0,50,4,BT307QD,54.254928,-5.645171,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,70.71067811865476,0,46-50,0-4
403-6036,St Malachy's Primary School ,BT345HU,Roman Catholic Maintained,188,0,188,0,0,188,0,0,188,0,0,188,0,BT345HU,54.235801,-6.029298,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,137.11309200802089,0,188,0
403-6113,St Nicholas' Primary School ,BT307SF,Roman Catholic Maintained,166,0,166,0,0,166,0,0,166,0,0,166,0,BT307SF,54.263986,-5.613217,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,128.84098726725125,0,166,0
403-6133,Sacred Heart Primary School ,BT330LU,Roman Catholic Maintained,121,*,109,#,0,109,8,2,109,10,4,109,12,BT330LU,54.260199,-5.84121,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,110,0-4,109,08-Dec
403-6146,St Comgall's Primary School ,BT203DS,Roman Catholic Maintained,303,7,236,60,7,236,60,7,236,60,7,236,60,BT203DS,54.658608,-5.681649,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,174.0689518552921,7,236,60
403-6148,St Malachy's Primary School ,BT191AA,Roman Catholic Maintained,399,84,105,210,84,105,210,84,105,210,84,105,210,BT191AA,54.645514,-5.690498,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,199.74984355438178,84,105,210
403-6182,St Colmcille's Primary School ,BT306PZ,Roman Catholic Maintained,366,*,345,#,0,345,17,2,345,19,4,345,21,BT306PZ,54.31617,-5.71159,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,191.3112646970899,0-4,345,17-21
403-6285,The Good Shepherd Primary School ,BT170PJ,Roman Catholic Maintained,354,*,343,#,0,343,7,2,343,9,4,343,11,BT170PJ,54.567054,-6.026504,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,188.1488772222678,0-4,343,07-Nov
403-6428,St Mary's Primary School ,BT222SU,Roman Catholic Maintained,148,6,123,19,6,123,19,6,123,19,6,123,19,BT222SU,54.486281,-5.535827,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,121.65525060596438,6,123,19
403-6454,St Malachy's Primary School ,BT319DN,Roman Catholic Maintained,395,*,389,*,2,389,2,3,389,3,4,389,4,BT319DN,54.257448,-5.944932,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,198.7460691435179,02-Apr,389,02-Apr
403-6455,St Patrick's Primary School ,BT308AR,Roman Catholic Maintained,161,0,#,*,0,157,0,0,159,2,0,161,4,BT308AR,54.286634,-5.719203,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,126.8857754044952,0,157-161,0-4
403-6480,St Kieran's Primary School ,BT170PB,Roman Catholic Maintained,397,*,387,#,0,387,6,2,387,8,4,387,10,BT170PB,54.561768,-6.02962,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,199.24858845171275,0-4,387,06-Oct
403-6530,St Mary's Primary School ,BT221RH,Roman Catholic Maintained,177,*,170,#,0,170,3,2,170,5,4,170,7,BT221RH,54.379978,-5.542988,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,133.04134695650072,0-4,170,03-Jul
403-6591,Our Lady Queen of Peace Primary School ,BT170RW,Roman Catholic Maintained,383,7,360,16,7,360,16,7,360,16,7,360,16,BT170RW,54.556017,-6.012537,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,195.70385790780927,7,360,16
403-6618,Christ the Redeemer Primary School ,BT170TG,Roman Catholic Maintained,704,0,#,*,0,700,0,0,702,2,0,704,4,BT170TG,54.550806,-6.031246,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,265.32998322843196,0,700-704,0-4
403-6635,St Mary's Primary School ,BT330BA,Roman Catholic Maintained,384,*,366,#,0,366,14,2,366,16,4,366,18,BT330BA,54.216485,-5.8951,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,195.95917942265424,0-4,366,14-18
403-6642,St Ita's Primary School,BT86YY,Roman Catholic Maintained,701,*,613,#,0,613,84,2,613,86,4,613,88,BT86YY,54.543169,-5.915972,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,264.76404589747455,0-4,613,84-88
403-6693,Our Lady and St Patrick Primary School,BT306JD,Roman Catholic Maintained,408,*,364,#,0,364,40,2,364,42,4,364,44,BT306JD,54.326459,-5.708743,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,201.99009876724153,0-4,364,40-44
403-6702,Holy Evangelists' Primary School and Nursery Unit,BT170DB,Roman Catholic Maintained,538,0,524,14,0,524,14,0,524,14,0,524,14,BT170DB,54.5558,-6.023956,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,231.94827009486403,0,524,14
404-6600,Scoil na Fuiseoige,BT170DF,Other Maintained,170,0,170,0,0,170,0,0,170,0,0,170,0,BT170DF,54.550147,-6.026069,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,130.3840481,0,170,0
404-6648,Bunscoil Bheanna Boirche,BT319EB,Other Maintained,150,*,111,#,0,111,35,2,111,37,4,111,39,BT319EB,54.254314,-5.938197,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,122.4744871391589,0-4,111,35-39
405-1569,Kircubbin Integrated Primary School ,BT222SQ,Controlled Integrated,196,85,30,81,85,30,81,85,30,81,85,30,81,BT222SQ,54.487014,-5.532558,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,140,85,30,81
405-1601,Portaferry Integrated Primary School ,BT221QU,Controlled Integrated,71,18,29,24,18,29,24,18,29,24,18,29,24,BT221QU,54.383369,-5.542231,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,84.26149773,18,29,24
405-1680,Bangor Central Integrated Primary School ,BT204TF,Controlled Integrated,496,205,58,233,205,58,233,205,58,233,205,58,233,BT204TF,54.657316,-5.663062,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,222.71057451320087,205,58,233
405-3009,Annsborough Integrated Primary School ,BT319NN,Controlled Integrated,35,*,20,#,0,20,11,2,20,13,4,20,15,BT319NN,54.26607,-5.919589,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,59.16079783099616,0-4,20,Nov-15
405-3020,Glencraig Integrated Primary School ,BT180DJ,Controlled Integrated,235,95,83,57,95,83,57,95,83,57,95,83,57,BT180DJ,54.662205,-5.766415,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,153.29709716755892,95,83,57
405-3308,Fort Hill Integrated Primary School ,BT274TJ,Controlled Integrated,231,97,54,80,97,54,80,97,54,80,97,54,80,BT274TJ,54.514623,-6.031767,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,151.98684153570665,97,54,80
405-6541,All Childrens Integrated Primary  School,BT330HD,Controlled Integrated,217,34,99,84,34,99,84,34,99,84,34,99,84,BT330HD,54.198921,-5.890629,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,147.30919862656233,34,99,84
405-6709,Killyleagh Integrated Primary School ,BT309SR,Controlled Integrated,140,65,28,47,65,28,47,65,28,47,65,28,47,BT309SR,54.405781,-5.657495,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,118.32159566199232,65,28,47
405-6710,Loughries Integrated Primary School ,BT238SR,Controlled Integrated,89,49,5,35,49,5,35,49,5,35,49,5,35,BT238SR,54.57981,-5.64334,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,94.33981132056603,49,5,35
406-6579,Lough View Integrated Primary & Nursery School,BT69SA,Grant Maintained Integrated,469,163,177,129,163,177,129,163,177,129,163,177,129,BT69SA,54.569028,-5.875698,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,216.56407827707713,163,177,129
406-6588,Cedar Integrated Primary School ,BT309HJ,Grant Maintained Integrated,229,60,95,74,60,95,74,60,95,74,60,95,74,BT309HJ,54.393736,-5.764832,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,151.32745950421557,60,95,74
406-6611,Oakwood Integrated Primary School ,BT179HN,Grant Maintained Integrated,213,41,92,80,41,92,80,41,92,80,41,92,80,BT179HN,54.543357,-6.020215,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,145.94519519326423,41,92,80
406-6644,Millennium  Integrated Primary School ,BT247HF,Grant Maintained Integrated,422,155,132,135,155,132,135,155,132,135,155,132,135,BT247HF,54.494062,-5.85571,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,205.4263858417414,155,132,135
406-6668,Drumlins Integrated Primary School ,BT248EU,Grant Maintained Integrated,212,78,73,61,78,73,61,78,73,61,78,73,61,BT248EU,54.402701,-5.891038,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,145.60219778561037,78,73,61
406-6682,Rowandale Integrated Primary School,BT670PB,Grant Maintained Integrated,345,97,137,111,97,137,111,97,137,111,97,137,111,BT670PB,54.475958,-6.210093,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,185.74175621006708,97,137,111
501-0909,Foley Primary School,BT602QS,Controlled,134,0,134,0,0,134,0,0,134,0,0,134,0,BT602QS,54.283032,-6.625275,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,115.75836902790226,0,134,0
501-0992,Lurgan Model Primary School ,BT679AT,Controlled,228,13,139,76,13,139,76,13,139,76,13,139,76,BT679AT,54.467144,-6.336403,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,150.9966887,13,139,76
501-1019,Mullaglass Primary School ,BT356PZ,Controlled,73,#,*,*,65,0,0,69,2,2,73,4,4,BT356PZ,54.208004,-6.365751,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,85.44003745317531,65-73,0-4,0-4
501-1095,Mullavilly Primary School ,BT622LX,Controlled,107,88,*,#,88,0,15,88,2,17,88,4,19,BT622LX,54.372004,-6.447525,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,103.44080432788601,88,0-4,15-19
501-1112,Hardy Memorial Primary School ,BT619QR,Controlled,460,342,13,105,342,13,105,342,13,105,342,13,105,BT619QR,54.371225,-6.550269,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,214.47610589527216,342,13,105
501-1115,Armstrong Primary School ,BT619DF,Controlled,510,235,75,200,235,75,200,235,75,200,235,75,200,BT619DF,54.352234,-6.647959,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,225.8317958127243,235,75,200
501-1116,Tandragee Primary School ,BT622BB,Controlled,376,263,11,102,263,11,102,263,11,102,263,11,102,BT622BB,54.356521,-6.414822,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,193.9071942966532,263,11,102
501-1119,Darkley Primary School ,BT603BG,Controlled,117,*,#,0,0,113,0,2,115,0,4,117,0,BT603BG,54.222541,-6.680857,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,108.16653826391969,0-4,113-117,0
501-1124,King's Park Primary School Lurgan,BT667BB,Controlled,695,353,82,260,353,82,260,353,82,260,353,82,260,BT667BB,54.458206,-6.321591,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,263.6285265292814,353,82,260
501-1127,Carrick Primary School ,BT668NY,Controlled,469,99,192,178,99,192,178,99,192,178,99,192,178,BT668NY,54.458024,-6.342232,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,216.56407827707713,99,192,178
501-1129,Hart Memorial Primary School ,BT624BD,Controlled,457,257,37,163,257,37,163,257,37,163,257,37,163,BT624BD,54.423677,-6.457575,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,213.7755832643195,257,37,163
501-1132,Killylea Primary School ,BT604LN,Controlled,93,81,0,12,81,0,12,81,0,12,81,0,12,BT604LN,54.347678,-6.774013,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,96.43650760992955,81,0,12
501-1137,Newtownhamilton Primary School ,BT350DQ,Controlled,57,50,*,#,50,0,3,50,2,5,50,4,7,BT350DQ,54.197201,-6.579446,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,75.49834435,50,0-4,03-Jul
501-1142,Clare Primary School ,BT622HB,Controlled,133,107,0,26,107,0,26,107,0,26,107,0,26,BT622HB,54.327557,-6.452383,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,115.32562594670796,107,0,26
501-1153,Lisnadill Primary School ,BT602PS,Controlled,144,110,0,34,110,0,34,110,0,34,110,0,34,BT602PS,54.308496,-6.646167,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,120,110,0,34
501-1157,Derryhale Primary School ,BT623SR,Controlled,79,50,*,#,50,0,25,50,2,27,50,4,29,BT623SR,54.380828,-6.479376,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,88.88194417315589,50,0-4,25-29
